lưu ý,tiến độ,name,related diseases,product names
,x,halothane,"Gây mê toàn thân trong phẫu thuật, Khởi mê, Duy trì mê",Dung dịch bay hơi Halothane BP 250 (100%/250ml/lọ)
,x,isoflurane,"Gây mê toàn thân trong phẫu thuật, Duy trì mê trong phẫu thuật, Giãn cơ trong phẫu thuật, Giảm đau trong phẫu thuật","Chất lỏng để hít Aerrane (100%/250ml), Chất lỏng để hít Isiflura (100%/250ml), Chất lỏng để hít Forane (100%/250ml)"
,x,sevoflurane,"Gây mê toàn thân, Duy trì mê trong phẫu thuật, Khởi mê trong phẫu thuật","Dịch lỏng để hít Sevorane (100%/250ml), Dịch lỏng để hít Besfluran (100%/250ml), Dịch lỏng để hít Seaoflura (100%/250ml)"
,x,dronabinol,"Buồn nôn và nôn do hóa trị liệu ung thư (không đáp ứng với các thuốc chống nôn khác), Chán ăn liên quan đến sụt cân ở bệnh nhân AIDS","Viên nang Marinol (2.5-5-10mg/1 viên), Dung dịch uống Syndros (5mg/ml)"
,x,ondansetron,"Buồn nôn và nôn do hóa trị, Buồn nôn và nôn do xạ trị, Buồn nôn và nôn sau phẫu thuật","Viên nén Dloe (4-8mg/1 viên),  Dung dịch tiêm Dloe (4-8mg/1 viên), Viên nén phân tán trong miệng Sosvomit ODT (4-8mg/viên), Bột đông khô pha tiêm Yuhanondansetron Injection 4mg/2ml (4mg)"
,x,palonosetron,"Buồn nôn và nôn do hóa trị liệu, Buồn nôn và nôn sau phẫu thuật, Buồn nôn và nôn cấp tính do hóa trị, Buồn nôn và nôn muộn do hóa trị","Dung dịch tiêm Aloxi (0.25mg/5ml), Dung dịch tiêm Palset (0.25mg/5ml), Dung dịch tiêm Sendatron 250 microgram  (0.25mg/5ml), Dung dịch tiêm Palono-BFS (0.25mg/5ml)"
,x,tropisetron,"Buồn nôn và nôn do hóa trị liệu ung thư, Buồn nôn và nôn sau phẫu thuật",Viên nang Navoban (5mg/1 viên)
,x,quinine,"Sốt rét, Sốt rét thể nặng, Sốt rét kháng thuốc",Viên nén Quinine Sulfate (250-300mg/1 viên)
,x,arformoterol,"Bệnh phổi tắc nghẽn mạn tính (COPD), Co thắt phế quản liên quan đến COPD, Khí phế thũng, Viêm phế quản mạn tính, Tắc nghẽn đường thở ở bệnh nhân COPD",Dung dịch hít Brovana (15mcg/2ml)
,x,tiotropium bromide,"Bệnh phổi tắc nghẽn mạn tính (COPD), Hen phế quản, Co thắt phế quản liên quan đến COPD","Bột hít Spiriva HandiHaler (18mcg/1 viên nang), Dung dịch hít Spiriva Respimat (1.25-2.5mcg/nhát xịt), Dung dịch để hít	Spiolto Respimat ((2.5mcg/nhát xịt)"
,x,umeclidinium bromide,"Bệnh phổi tắc nghẽn mạn tính (COPD), Khó thở do COPD, Co thắt phế quản liên quan đến COPD","Thuốc bột hít phân liều Trelegy Ellipta (62.5 mcg (0.0625 mg)/nhát xịt), Thuốc bột hít phân liều Anoro Ellipta (62.5 mcg (0.0625 mg)/nhát xịt)"
,x,vilanterol/umeclidinium bromide,"Bệnh phổi tắc nghẽn mạn tính (COPD), Viêm phế quản mạn tính, Khí phế thũng, Khó thở do COPD, Giảm các đợt cấp của COPD",Thuốc bột hít phân liều Anoro Ellipta (vilanterol 25mcg/umeclidinium 62.5mcg)
,x,ivacaftor,Bệnh xơ nang (Cystic Fibrosis),"Viên nén bao phim Kalydeco (75-150mg/1 viên), Hạt uống Kalydeco (5.8-13.4-25-50-75 mg/đơn vị dùng)"
,x,flurbiprofen,"Đau họng, Viêm họng, Đau răng, Đau đầu, Đau cơ, Đau khớp, Viêm khớp dạng thấp, Viêm xương khớp, Viêm cột sống dính khớp, Đau bụng kinh, Đau sau phẫu thuật, Viêm gân, Viêm bao hoạt dịch, Viêm mắt sau phẫu thuật đục thủy tinh thể","Kẹo ngậm StrepsilsMaxpro (8.75mg/1 viên ngậm), Kẹo ngậm Strefen (8.75mg/1 viên ngậm), Viên nén Froben (50mg/1 viên), Viên nén Froben (100mg/1 viên), Viên nén Ansaid (100mg/1 viên), Thuốc nhỏ mắt Ocufen (0.12mg/0.4ml)"
,x,ibuprofen,"Đau đầu, Sốt, Đau cơ, Đau khớp, Viêm khớp dạng thấp, Viêm xương khớp, Đau bụng kinh, Đau răng, Đau lưng, Bong gân, Căng cơ, Viêm bao hoạt dịch, Viêm gân, Đau sau phẫu thuật, Đau do chấn thương","Viên nén bao phim Ibuprofen (200-400-600mg/1 viên), Hỗn dịch uống Brufen (100mg/5ml), Viên nang mềm Gofen 400 clearcap (400mg/1 viên)"
,x,codeine,"Đau mức độ trung bình, Ho khan, Ho do kích ứng","Viên nén Efferalgan Codeine (paracetamol 500mg, codeine 30mg/1 viên), viên nén bao đường Neo-Codion (codeine base 14,93mg/viên), Viên nén Terpin Codein (terpin hydrat 100mg, codeine 15mg/1 viên)"
,x,atazanavir,"Nhiễm HIV-1, AIDS","Viên nang Atazanavir Capsules (200-300mg/1 viên), Viên nang Atazanavir (as sulfate) capsules (150-300mg/1 viên), Viên nén bao phim Tastaza (300mg/1 viên)"
,x,ritonavir,"Nhiễm HIV-1, AIDS","Viên nén Norvir (100mg/1 viên), Viên nén bao phim Kaletra (lopinavir 200mg/ritonavir 50mg), Viên nén bao phim Aluvia (lopinavir 200mg/ritonavir 50mg)"
